id,usuario_id,produto_id,compra_id,pontuacao,comentario,data
1391,33,7,642,5,Superou expectativas,2024-12-20
1392,33,19,642,4,Boa relação custo-benefício,2024-12-16
1393,33,5,644,1,Chegou estragado,2024-06-18
1394,33,29,644,5,Voltarei a comprar,2024-06-08
1395,33,3,644,1,Chegou estragado,2024-06-14
1396,33,4,646,5,Superou expectativas,2025-04-05
1397,33,19,646,3,Aceitável,2025-04-04
1398,33,5,646,1,Péssima experiência,2025-04-10
1399,33,12,647,1,Produto de baixa qualidade,2024-09-30
1400,33,17,647,1,Chegou estragado,2024-10-09
1401,33,28,647,4,Bom produto,2024-10-02
1402,33,7,648,2,Poderia ser melhor,2025-03-04
1403,33,22,649,5,Superou expectativas,2024-07-06
1404,33,24,649,3,Produto razoável,2024-07-01
1405,33,3,649,5,Superou expectativas,2024-07-11
1406,33,19,649,2,Não muito fresco,2024-07-05
1407,33,15,650,5,Voltarei a comprar,2025-03-28
1408,33,1,650,2,Abaixo do esperado,2025-03-24
1409,33,24,651,3,Qualidade média,2024-06-08
1410,33,13,651,3,Atendeu às expectativas,2024-06-08
1411,33,10,652,1,Chegou estragado,2025-04-07
1412,33,34,653,4,Fresco e saboroso,2025-01-30
1413,33,21,653,3,Atendeu às expectativas,2025-02-08
1414,33,14,653,2,Abaixo do esperado,2025-02-07
1415,33,17,654,2,Preço alto para a qualidade,2025-02-14
1416,33,27,655,5,Excelente produto,2025-01-04
1417,33,7,655,3,Aceitável,2025-01-03
1418,33,6,655,5,Muito fresco,2025-01-04
1419,33,19,656,4,Boa relação custo-benefício,2025-04-30
1420,33,22,656,2,Poderia ser melhor,2025-04-30
1421,33,11,656,5,Excelente produto,2025-05-09
1422,33,8,657,2,Abaixo do esperado,2024-12-19
1423,33,25,658,1,Chegou estragado,2025-01-25
1424,33,28,658,4,Recomendo,2025-01-27
1425,33,10,658,4,Boa relação custo-benefício,2025-01-28
1426,33,4,659,4,Boa relação custo-benefício,2025-05-17
1427,33,15,659,5,Excelente produto,2025-05-19
1428,33,35,660,5,Excelente produto,2024-08-02
1429,34,5,661,1,Não recomendo,2025-03-28
1430,34,6,661,4,Fresco e saboroso,2025-03-27
1431,34,12,661,3,Produto razoável,2025-03-18
1432,34,25,662,1,Péssima experiência,2024-09-10
1433,34,6,662,5,Voltarei a comprar,2024-09-07
1434,34,34,662,5,Excelente produto,2024-09-12
1435,34,32,662,1,Não recomendo,2024-09-09
1436,34,30,663,4,Fresco e saboroso,2025-05-26
1437,34,26,663,5,Superou expectativas,2025-05-20
1438,34,13,663,5,Muito fresco,2025-05-19
1439,34,8,663,5,Muito fresco,2025-05-19
1440,34,13,664,1,Não recomendo,2025-03-12
1441,34,18,664,3,Aceitável,2025-03-10
1442,34,24,664,3,Qualidade média,2025-03-09
1443,34,29,665,1,Produto de baixa qualidade,2025-03-10
1444,34,8,665,2,Não muito fresco,2025-03-02
1445,34,23,665,5,Superou expectativas,2025-03-01
1446,34,3,665,2,Preço alto para a qualidade,2025-03-03
1447,34,6,666,2,Preço alto para a qualidade,2025-03-11
1448,34,3,667,2,Poderia ser melhor,2024-07-20
1449,34,1,667,3,Atendeu às expectativas,2024-07-20
1450,34,12,668,5,Superou expectativas,2025-05-07
1451,34,11,668,3,Aceitável,2025-05-01
1452,34,9,668,2,Abaixo do esperado,2025-05-08
1453,34,3,668,1,Péssima experiência,2025-05-07
1454,34,26,668,1,Chegou estragado,2025-05-09
1455,34,9,669,2,Não muito fresco,2024-10-26
1456,34,10,669,2,Preço alto para a qualidade,2024-10-20
1457,34,20,670,5,Voltarei a comprar,2024-08-29
1458,34,9,671,3,Qualidade média,2025-03-03
1459,34,4,672,4,Recomendo,2024-07-29
1460,34,11,672,5,Voltarei a comprar,2024-07-28
1461,34,14,672,3,Produto razoável,2024-07-19
1462,34,3,672,2,Poderia ser melhor,2024-07-28
1463,34,9,673,1,Chegou estragado,2024-12-11
1464,34,20,674,4,Recomendo,2025-05-21
1465,34,15,674,4,Fresco e saboroso,2025-05-15
1466,34,24,675,2,Não muito fresco,2025-01-13
1467,34,22,675,3,Aceitável,2025-01-03
1468,34,7,676,2,Abaixo do esperado,2025-04-28
1469,34,24,677,3,Aceitável,2025-03-29
1470,34,18,678,2,Preço alto para a qualidade,2025-01-11
1471,34,20,679,5,Excelente produto,2025-02-25
1472,34,29,679,2,Abaixo do esperado,2025-02-24
1473,34,3,680,5,Excelente produto,2024-10-13
1474,34,27,680,5,Superou expectativas,2024-10-02
1475,35,23,681,5,Excelente produto,2024-07-07
1476,35,31,681,3,Produto razoável,2024-07-11
1477,35,30,682,1,Chegou estragado,2025-05-18
1478,35,18,682,3,Produto razoável,2025-05-14
1479,35,15,683,5,Voltarei a comprar,2024-12-19
1480,35,29,683,5,Voltarei a comprar,2024-12-15
1481,35,1,683,1,Chegou estragado,2024-12-20
1482,35,6,684,5,Superou expectativas,2024-12-20
1483,35,31,684,3,Produto razoável,2024-12-27
1484,35,9,685,3,Atendeu às expectativas,2024-06-10
1485,35,21,685,3,Qualidade média,2024-06-05
1486,35,4,685,5,Excelente produto,2024-06-02
1487,35,27,686,4,Fresco e saboroso,2024-08-29
1488,35,14,686,1,Não recomendo,2024-08-22
1489,35,13,687,5,Excelente produto,2025-01-01
1490,35,7,687,4,Fresco e saboroso,2025-01-06
1491,35,14,688,1,Não recomendo,2025-02-09
1492,35,26,689,2,Abaixo do esperado,2024-12-02
1493,35,4,689,4,Boa relação custo-benefício,2024-11-25
1494,35,23,690,4,Recomendo,2024-10-24
1495,35,27,690,2,Poderia ser melhor,2024-10-27
1496,35,7,690,3,Produto razoável,2024-10-29
1497,35,21,691,5,Superou expectativas,2025-04-18
1498,35,20,691,4,Fresco e saboroso,2025-04-07
1499,35,8,691,2,Abaixo do esperado,2025-04-14
1500,35,19,692,2,Poderia ser melhor,2025-01-02
1501,35,9,692,1,Péssima experiência,2024-12-29
1502,35,3,692,1,Chegou estragado,2024-12-26
1503,35,17,692,4,Fresco e saboroso,2024-12-27
1504,35,9,693,3,Atendeu às expectativas,2024-08-29
1505,35,35,694,2,Poderia ser melhor,2025-02-02
1506,35,25,694,3,Qualidade média,2025-01-31
1507,35,33,694,1,Chegou estragado,2025-01-25
1508,35,2,695,3,Atendeu às expectativas,2024-12-08
1509,35,33,695,5,Excelente produto,2024-12-02
1510,35,34,696,1,Produto de baixa qualidade,2024-08-11
1511,35,32,697,1,Chegou estragado,2025-05-05
1512,35,34,697,2,Poderia ser melhor,2025-05-05
1513,35,4,697,5,Muito fresco,2025-05-01
1514,35,20,698,5,Superou expectativas,2025-04-21
1515,35,18,698,3,Produto razoável,2025-04-26
1516,35,2,699,4,Boa relação custo-benefício,2024-07-09
1517,35,25,699,5,Excelente produto,2024-07-11
1518,35,5,699,5,Voltarei a comprar,2024-07-10
1519,35,27,699,5,Superou expectativas,2024-07-04
1520,35,34,700,5,Excelente produto,2024-06-01
1521,36,6,701,5,Muito fresco,2025-01-27
1522,36,29,701,4,Bom produto,2025-01-19
1523,36,3,701,5,Superou expectativas,2025-01-16
1524,36,34,701,2,Não muito fresco,2025-01-26
1525,36,5,702,2,Abaixo do esperado,2024-06-26
1526,36,31,702,5,Muito fresco,2024-06-28
1527,36,34,702,5,Muito fresco,2024-07-04
1528,36,33,703,1,Chegou estragado,2024-12-23
1529,36,34,704,5,Excelente produto,2024-10-18
1530,36,8,705,5,Voltarei a comprar,2025-05-07
1531,36,24,705,2,Preço alto para a qualidade,2025-05-01
1532,36,19,705,5,Superou expectativas,2025-04-30
1533,36,3,706,2,Poderia ser melhor,2025-02-07
1534,36,13,707,1,Chegou estragado,2025-02-07
1535,36,16,707,4,Recomendo,2025-02-05
1536,36,8,707,4,Boa relação custo-benefício,2025-02-04
1537,36,34,708,1,Produto de baixa qualidade,2024-07-30
1538,36,25,708,1,Produto de baixa qualidade,2024-07-18
1539,36,34,709,3,Atendeu às expectativas,2024-08-04
1540,36,27,710,1,Chegou estragado,2024-06-15
1541,36,7,710,4,Boa relação custo-benefício,2024-06-05
1542,36,8,711,2,Abaixo do esperado,2024-11-16
1543,36,30,711,1,Chegou estragado,2024-11-13
1544,36,29,711,4,Bom produto,2024-11-26
1545,36,35,712,2,Não muito fresco,2024-06-15
1546,36,4,712,4,Bom produto,2024-06-12
1547,36,6,713,3,Produto razoável,2024-08-26
1548,36,8,713,3,Produto razoável,2024-08-23
1549,36,34,713,4,Fresco e saboroso,2024-08-24
1550,36,18,714,3,Qualidade média,2024-08-30
1551,36,25,714,3,Aceitável,2024-08-29
1552,36,6,714,1,Produto de baixa qualidade,2024-09-01
1553,36,21,715,4,Bom produto,2024-11-14
1554,36,1,715,3,Atendeu às expectativas,2024-11-13
1555,36,31,717,4,Boa relação custo-benefício,2024-12-18
1556,36,29,717,5,Superou expectativas,2024-12-17
1557,36,2,718,5,Voltarei a comprar,2024-12-17
1558,36,1,718,2,Preço alto para a qualidade,2024-12-23
1559,36,6,720,2,Não muito fresco,2025-03-20
1560,36,18,720,1,Chegou estragado,2025-04-01
1561,36,8,720,1,Chegou estragado,2025-03-21
1562,37,1,721,5,Superou expectativas,2024-08-09
1563,37,34,721,1,Não recomendo,2024-08-10
1564,37,12,721,2,Preço alto para a qualidade,2024-08-18
1565,37,12,723,4,Recomendo,2024-06-25
1566,37,10,723,2,Abaixo do esperado,2024-06-29
1567,37,22,724,4,Recomendo,2024-07-19
1568,37,26,724,5,Muito fresco,2024-07-08
1569,37,27,725,2,Abaixo do esperado,2025-01-03
1570,37,31,725,1,Não recomendo,2025-01-03
1571,37,29,725,4,Boa relação custo-benefício,2025-01-06
1572,37,22,726,3,Atendeu às expectativas,2025-06-07
1573,37,9,726,5,Voltarei a comprar,2025-05-28
1574,37,8,727,3,Atendeu às expectativas,2024-09-13
1575,37,28,728,4,Boa relação custo-benefício,2025-04-07
1576,37,5,728,3,Aceitável,2025-04-14
1577,37,33,728,1,Chegou estragado,2025-04-03
1578,37,35,729,2,Abaixo do esperado,2024-11-19
1579,37,1,729,3,Atendeu às expectativas,2024-11-15
1580,37,32,729,3,Produto razoável,2024-11-15
1581,37,19,729,4,Bom produto,2024-11-24
1582,37,31,730,2,Não muito fresco,2024-11-09
1583,37,4,731,5,Superou expectativas,2025-02-20
1584,37,2,731,5,Excelente produto,2025-02-14
1585,37,27,731,2,Preço alto para a qualidade,2025-02-20
1586,37,18,732,3,Produto razoável,2025-03-26
1587,37,8,732,2,Poderia ser melhor,2025-04-04
1588,37,28,733,5,Muito fresco,2025-02-19
1589,37,24,733,4,Fresco e saboroso,2025-02-10
1590,37,5,734,4,Recomendo,2025-01-14
1591,37,13,734,5,Superou expectativas,2025-01-12
1592,37,1,734,1,Não recomendo,2025-01-10
1593,37,10,734,1,Péssima experiência,2025-01-16
1594,37,31,735,2,Não muito fresco,2025-01-19
1595,37,28,736,2,Preço alto para a qualidade,2024-12-01
1596,37,27,736,4,Recomendo,2024-12-07
1597,37,13,736,4,Boa relação custo-benefício,2024-12-05
1598,37,18,737,5,Muito fresco,2025-05-16
1599,37,13,737,5,Muito fresco,2025-05-17
1600,37,2,737,1,Não recomendo,2025-05-21
1601,37,11,738,3,Aceitável,2024-06-02
1602,37,31,738,1,Péssima experiência,2024-06-07
1603,37,13,738,5,Voltarei a comprar,2024-06-06
1604,37,5,738,1,Péssima experiência,2024-06-03
1605,37,17,739,4,Boa relação custo-benefício,2024-09-08
1606,37,30,739,4,Bom produto,2024-09-18
1607,37,23,739,5,Voltarei a comprar,2024-09-07
1608,37,27,739,3,Aceitável,2024-09-10
1609,38,32,741,1,Péssima experiência,2024-09-27
1610,38,34,741,2,Abaixo do esperado,2024-09-24
1611,38,25,741,4,Bom produto,2024-09-18
1612,38,26,741,4,Boa relação custo-benefício,2024-09-25
1613,38,30,742,2,Abaixo do esperado,2024-09-18
1614,38,2,742,3,Qualidade média,2024-09-20
1615,38,11,742,4,Boa relação custo-benefício,2024-09-19
1616,38,17,742,2,Preço alto para a qualidade,2024-09-25
1617,38,13,742,5,Voltarei a comprar,2024-09-25
1618,38,1,744,5,Superou expectativas,2024-09-16
1619,38,8,744,3,Produto razoável,2024-09-19
1620,38,30,744,2,Preço alto para a qualidade,2024-09-13
1621,38,35,744,4,Fresco e saboroso,2024-09-16
1622,38,30,745,5,Excelente produto,2024-06-08
1623,38,4,745,3,Atendeu às expectativas,2024-06-09
1624,38,4,746,2,Não muito fresco,2024-12-10
1625,38,8,746,5,Excelente produto,2024-12-11
1626,38,7,746,4,Boa relação custo-benefício,2024-12-17
1627,38,14,746,5,Voltarei a comprar,2024-12-12
1628,38,15,747,5,Muito fresco,2024-11-17
1629,38,21,747,2,Preço alto para a qualidade,2024-11-24
1630,38,35,747,4,Fresco e saboroso,2024-11-28
1631,38,2,749,4,Bom produto,2024-07-21
1632,38,15,750,5,Muito fresco,2025-04-19
1633,38,1,750,4,Boa relação custo-benefício,2025-04-24
1634,38,29,753,4,Bom produto,2025-01-06
1635,38,33,754,3,Qualidade média,2024-10-30
1636,38,28,754,1,Péssima experiência,2024-10-23
1637,38,6,754,2,Não muito fresco,2024-10-20
1638,38,33,755,5,Voltarei a comprar,2025-04-02
1639,38,24,755,2,Preço alto para a qualidade,2025-04-06
1640,38,21,755,4,Recomendo,2025-04-02
1641,38,9,756,2,Abaixo do esperado,2024-11-12
1642,38,12,756,5,Voltarei a comprar,2024-11-07
1643,38,12,757,2,Abaixo do esperado,2025-03-12
1644,38,6,757,1,Não recomendo,2025-03-13
1645,38,26,757,5,Excelente produto,2025-03-18
1646,38,10,758,2,Preço alto para a qualidade,2024-12-20
1647,38,8,758,3,Atendeu às expectativas,2024-12-21
1648,38,30,758,3,Atendeu às expectativas,2024-12-12
1649,38,24,758,4,Fresco e saboroso,2024-12-12
1650,38,6,758,1,Não recomendo,2024-12-13
1651,38,9,760,1,Produto de baixa qualidade,2024-08-01
1652,39,8,761,1,Produto de baixa qualidade,2024-10-21
1653,39,18,761,2,Preço alto para a qualidade,2024-10-24
1654,39,6,763,1,Péssima experiência,2024-07-14
1655,39,7,763,4,Recomendo,2024-07-09
1656,39,30,763,2,Abaixo do esperado,2024-07-04
1657,39,17,763,3,Aceitável,2024-07-09
1658,39,14,764,5,Muito fresco,2025-04-02
1659,39,6,764,5,Superou expectativas,2025-03-31
1660,39,29,764,1,Não recomendo,2025-04-05
1661,39,20,764,2,Abaixo do esperado,2025-04-02
1662,39,10,765,1,Chegou estragado,2024-10-15
1663,39,11,766,4,Recomendo,2025-01-30
1664,39,1,766,3,Aceitável,2025-01-25
1665,39,24,768,4,Boa relação custo-benefício,2024-11-06
1666,39,14,768,3,Qualidade média,2024-11-14
1667,39,32,768,4,Boa relação custo-benefício,2024-11-12
1668,39,20,768,3,Produto razoável,2024-11-08
1669,39,30,769,3,Qualidade média,2024-08-27
1670,39,15,769,2,Não muito fresco,2024-08-22
1671,39,15,770,2,Não muito fresco,2024-09-01
1672,39,30,770,3,Produto razoável,2024-09-12
1673,39,10,770,1,Chegou estragado,2024-09-11
1674,39,32,770,3,Atendeu às expectativas,2024-09-09
1675,39,3,771,2,Poderia ser melhor,2024-07-09
1676,39,19,771,5,Voltarei a comprar,2024-07-04
1677,39,16,771,3,Qualidade média,2024-07-06
1678,39,29,771,4,Boa relação custo-benefício,2024-06-30
1679,39,31,771,4,Bom produto,2024-07-04
1680,39,12,772,5,Voltarei a comprar,2025-01-19
1681,39,16,773,5,Excelente produto,2025-03-19
1682,39,18,774,5,Excelente produto,2024-08-11
1683,39,5,774,1,Péssima experiência,2024-08-03
1684,39,13,776,3,Aceitável,2024-11-14
1685,39,29,776,3,Aceitável,2024-11-12
1686,39,27,777,5,Excelente produto,2025-04-26
1687,39,17,777,1,Não recomendo,2025-04-21
1688,39,9,777,4,Recomendo,2025-04-26
1689,39,7,778,3,Produto razoável,2024-07-24
1690,39,5,780,1,Chegou estragado,2024-07-27
1691,40,8,781,5,Superou expectativas,2025-05-27
1692,40,24,781,3,Atendeu às expectativas,2025-05-16
1693,40,32,782,1,Péssima experiência,2025-01-04
1694,40,2,782,3,Aceitável,2024-12-29
1695,40,35,782,3,Qualidade média,2024-12-29
1696,40,7,782,2,Abaixo do esperado,2025-01-07
1697,40,19,782,1,Não recomendo,2025-01-01
1698,40,30,783,4,Recomendo,2025-05-19
1699,40,24,784,5,Muito fresco,2024-08-02
1700,40,33,784,5,Superou expectativas,2024-08-02
1701,40,13,784,5,Superou expectativas,2024-07-25
1702,40,27,785,3,Produto razoável,2024-09-07
1703,40,20,785,1,Produto de baixa qualidade,2024-09-02
1704,40,12,785,4,Boa relação custo-benefício,2024-09-01
1705,40,32,786,2,Preço alto para a qualidade,2024-10-18
1706,40,20,786,5,Muito fresco,2024-10-16
1707,40,6,786,3,Produto razoável,2024-10-14
1708,40,24,787,4,Fresco e saboroso,2025-01-02
1709,40,1,787,5,Excelente produto,2025-01-06
1710,40,28,787,2,Abaixo do esperado,2025-01-09
1711,40,14,787,1,Chegou estragado,2024-12-30
1712,40,8,788,3,Aceitável,2024-07-04
1713,40,34,788,3,Aceitável,2024-07-03
1714,40,8,789,5,Excelente produto,2024-08-27
1715,40,16,790,5,Voltarei a comprar,2024-09-10
1716,40,3,791,1,Não recomendo,2025-05-20
1717,40,12,791,2,Abaixo do esperado,2025-05-22
1718,40,25,791,3,Produto razoável,2025-05-21
1719,40,35,792,2,Preço alto para a qualidade,2024-10-22
1720,40,9,793,4,Bom produto,2024-05-31
1721,40,28,793,2,Poderia ser melhor,2024-06-01
1722,40,10,795,5,Muito fresco,2025-01-19
1723,40,25,795,3,Aceitável,2025-01-18
1724,40,14,795,3,Qualidade média,2025-01-19
1725,40,32,796,3,Atendeu às expectativas,2025-05-03
1726,40,27,797,5,Muito fresco,2024-11-29
1727,40,25,797,2,Preço alto para a qualidade,2024-11-27
1728,40,35,799,4,Boa relação custo-benefício,2025-01-23
1729,40,33,799,3,Produto razoável,2025-01-17
1730,40,8,799,3,Aceitável,2025-01-24
1731,40,8,800,4,Boa relação custo-benefício,2025-03-14
1732,40,30,800,3,Atendeu às expectativas,2025-03-22
1733,41,31,801,3,Produto razoável,2025-02-13
1734,41,34,801,3,Produto razoável,2025-02-04
1735,41,12,801,1,Péssima experiência,2025-02-05
1736,41,35,802,3,Qualidade média,2025-05-03
1737,41,18,803,3,Atendeu às expectativas,2025-05-04
1738,41,25,803,1,Chegou estragado,2025-05-12
1739,41,16,803,3,Atendeu às expectativas,2025-05-10
1740,41,13,804,3,Qualidade média,2024-12-31
1741,41,32,804,5,Voltarei a comprar,2025-01-01
1742,41,9,804,5,Superou expectativas,2025-01-04
1743,41,33,804,3,Atendeu às expectativas,2025-01-02
1744,41,8,805,1,Chegou estragado,2025-03-11
1745,41,34,805,4,Recomendo,2025-03-17
1746,41,15,805,4,Bom produto,2025-03-20
1747,41,2,805,3,Qualidade média,2025-03-14
1748,41,31,806,4,Boa relação custo-benefício,2024-12-01
1749,41,11,806,1,Péssima experiência,2024-12-03
1750,41,29,806,5,Muito fresco,2024-11-27
1751,41,10,807,5,Muito fresco,2025-02-23
1752,41,1,807,4,Recomendo,2025-02-27
1753,41,31,807,4,Boa relação custo-benefício,2025-02-14
1754,41,34,807,1,Chegou estragado,2025-02-18
1755,41,33,808,3,Produto razoável,2024-07-27
1756,41,21,808,5,Excelente produto,2024-07-25
1757,41,23,808,4,Recomendo,2024-07-24
1758,41,30,809,3,Qualidade média,2025-05-10
1759,41,3,810,1,Produto de baixa qualidade,2025-02-03
1760,41,1,811,2,Abaixo do esperado,2025-04-05
1761,41,7,812,1,Chegou estragado,2024-06-09
1762,41,32,812,2,Não muito fresco,2024-06-11
1763,41,18,813,2,Abaixo do esperado,2025-05-05
1764,41,22,813,2,Poderia ser melhor,2025-05-12
1765,41,19,813,5,Superou expectativas,2025-05-10
1766,41,24,813,3,Produto razoável,2025-05-03
1767,41,16,814,4,Boa relação custo-benefício,2025-02-08
1768,41,11,814,4,Boa relação custo-benefício,2025-02-05
1769,41,27,814,4,Bom produto,2025-02-08
1770,41,5,814,5,Excelente produto,2025-02-04
1771,41,15,815,2,Preço alto para a qualidade,2025-01-15
1772,41,25,815,2,Não muito fresco,2025-01-10
1773,41,3,815,5,Muito fresco,2025-01-23
1774,41,28,816,2,Não muito fresco,2024-12-15
1775,41,29,816,3,Aceitável,2024-12-22
1776,41,12,816,3,Aceitável,2024-12-25
1777,41,17,817,5,Superou expectativas,2025-04-30
1778,41,28,818,3,Qualidade média,2025-05-27
1779,41,12,818,4,Bom produto,2025-06-07
1780,41,27,818,2,Poderia ser melhor,2025-06-07
1781,41,26,819,4,Fresco e saboroso,2025-05-13
1782,41,6,820,4,Boa relação custo-benefício,2024-09-28
1783,42,19,821,1,Péssima experiência,2025-04-06
1784,42,20,822,2,Não muito fresco,2025-04-03
1785,42,32,822,4,Recomendo,2025-04-10
1786,42,32,823,4,Boa relação custo-benefício,2025-03-12
1787,42,14,823,2,Poderia ser melhor,2025-03-11
1788,42,6,823,2,Abaixo do esperado,2025-03-16
1789,42,3,823,1,Não recomendo,2025-03-18
1790,42,12,823,1,Chegou estragado,2025-03-10
1791,42,34,824,3,Atendeu às expectativas,2025-03-15
1792,42,23,824,5,Voltarei a comprar,2025-03-25
1793,42,19,824,5,Voltarei a comprar,2025-03-17
1794,42,14,824,5,Superou expectativas,2025-03-19
1795,42,21,825,1,Produto de baixa qualidade,2025-01-13
1796,42,6,826,4,Recomendo,2025-02-17
1797,42,1,826,3,Produto razoável,2025-02-24
1798,42,21,827,3,Produto razoável,2024-11-03
1799,42,17,828,2,Não muito fresco,2024-10-31
1800,42,30,828,5,Excelente produto,2024-10-22
1801,42,22,829,3,Aceitável,2025-01-24
1802,42,34,829,1,Não recomendo,2025-01-29
1803,42,30,829,3,Produto razoável,2025-02-06
1804,42,18,830,5,Excelente produto,2025-02-13
1805,42,20,830,4,Bom produto,2025-02-05
1806,42,9,831,1,Produto de baixa qualidade,2025-01-28
1807,42,1,831,3,Aceitável,2025-01-31
1808,42,35,831,2,Abaixo do esperado,2025-02-09
1809,42,34,831,2,Preço alto para a qualidade,2025-02-09
1810,42,7,832,4,Recomendo,2025-03-12
1811,42,20,833,1,Péssima experiência,2025-05-24
1812,42,35,833,4,Recomendo,2025-05-31
1813,42,19,833,2,Poderia ser melhor,2025-05-22
1814,42,16,833,3,Produto razoável,2025-05-22
1815,42,29,835,3,Produto razoável,2024-06-28
1816,42,31,836,3,Atendeu às expectativas,2024-11-26
1817,42,5,836,1,Produto de baixa qualidade,2024-11-30
1818,42,20,836,2,Preço alto para a qualidade,2024-12-01
1819,42,8,837,3,Qualidade média,2024-09-21
1820,42,21,837,3,Produto razoável,2024-09-21
1821,42,32,839,2,Poderia ser melhor,2025-02-03
1822,42,12,839,2,Abaixo do esperado,2025-02-08
1823,42,22,839,2,Abaixo do esperado,2025-02-13
1824,42,34,839,4,Bom produto,2025-02-10
1825,43,6,841,1,Produto de baixa qualidade,2024-10-21
1826,43,33,841,4,Boa relação custo-benefício,2024-10-26
1827,43,7,841,4,Boa relação custo-benefício,2024-10-23
1828,43,30,842,4,Bom produto,2024-09-21
1829,43,24,843,1,Chegou estragado,2024-06-18
1830,43,25,844,5,Voltarei a comprar,2024-09-28
1831,43,23,845,4,Boa relação custo-benefício,2024-08-02
1832,43,30,846,4,Recomendo,2025-03-20
1833,43,7,846,3,Qualidade média,2025-03-14
1834,43,31,846,5,Muito fresco,2025-03-17
1835,43,5,846,1,Chegou estragado,2025-03-20
1836,43,26,847,5,Excelente produto,2024-10-24
1837,43,5,847,3,Qualidade média,2024-10-21
1838,43,25,848,4,Bom produto,2025-01-19
1839,43,26,848,5,Superou expectativas,2025-02-01
1840,43,6,848,1,Chegou estragado,2025-01-28
1841,43,26,849,4,Recomendo,2025-03-07
1842,43,17,849,3,Qualidade média,2025-03-18
1843,43,15,849,2,Poderia ser melhor,2025-03-16
1844,43,35,850,2,Preço alto para a qualidade,2024-09-24
1845,43,2,851,2,Não muito fresco,2024-11-17
1846,43,13,851,3,Produto razoável,2024-11-19
1847,43,12,851,1,Produto de baixa qualidade,2024-11-11
1848,43,1,851,5,Excelente produto,2024-11-07
1849,43,11,852,4,Bom produto,2024-09-14
1850,43,35,852,2,Abaixo do esperado,2024-09-13
1851,43,32,853,3,Aceitável,2025-04-09
1852,43,34,854,1,Chegou estragado,2025-04-16
1853,43,9,855,4,Recomendo,2024-08-02
1854,43,14,856,2,Preço alto para a qualidade,2025-04-02
1855,43,1,856,2,Preço alto para a qualidade,2025-03-23
1856,43,3,856,5,Excelente produto,2025-03-23
1857,43,13,857,4,Fresco e saboroso,2025-02-01
1858,43,1,857,5,Muito fresco,2025-02-06
1859,43,10,857,3,Atendeu às expectativas,2025-02-05
1860,43,31,857,1,Não recomendo,2025-02-04
1861,43,35,858,5,Excelente produto,2024-12-28
1862,43,27,858,3,Aceitável,2025-01-01
1863,43,29,858,2,Poderia ser melhor,2025-01-05
1864,43,4,859,5,Muito fresco,2025-05-10
1865,43,5,859,1,Péssima experiência,2025-05-09
1866,43,2,859,5,Superou expectativas,2025-05-10
1867,43,21,860,4,Fresco e saboroso,2025-01-16
1868,44,27,861,4,Bom produto,2024-07-18
1869,44,1,861,2,Preço alto para a qualidade,2024-07-19
1870,44,32,861,5,Superou expectativas,2024-07-24
1871,44,20,862,3,Produto razoável,2024-08-09
1872,44,24,862,3,Aceitável,2024-08-07
1873,44,18,863,4,Fresco e saboroso,2025-04-28
1874,44,22,864,5,Muito fresco,2025-02-12
1875,44,23,864,4,Fresco e saboroso,2025-02-19
1876,44,34,864,5,Muito fresco,2025-02-20
1877,44,20,864,4,Fresco e saboroso,2025-02-16
1878,44,13,865,5,Voltarei a comprar,2025-03-20
1879,44,15,866,2,Poderia ser melhor,2024-11-21
1880,44,19,866,2,Preço alto para a qualidade,2024-11-20
1881,44,12,866,5,Muito fresco,2024-11-18
1882,44,8,867,3,Qualidade média,2024-11-22
1883,44,27,868,3,Qualidade média,2025-01-09
1884,44,27,869,5,Superou expectativas,2024-08-16
1885,44,31,869,5,Superou expectativas,2024-08-08
1886,44,9,869,1,Chegou estragado,2024-08-21
1887,44,8,870,4,Recomendo,2024-10-30
1888,44,30,871,4,Fresco e saboroso,2024-11-01
1889,44,17,874,3,Qualidade média,2024-07-13
1890,44,32,874,5,Excelente produto,2024-07-16
1891,44,13,875,5,Muito fresco,2024-06-27
1892,44,32,875,1,Produto de baixa qualidade,2024-06-24
1893,44,6,875,4,Recomendo,2024-06-25
1894,44,12,876,2,Preço alto para a qualidade,2024-10-17
1895,44,35,876,1,Não recomendo,2024-10-13
1896,44,1,877,5,Superou expectativas,2025-01-13
1897,44,2,878,5,Voltarei a comprar,2024-06-20
1898,44,17,878,3,Aceitável,2024-06-19
1899,44,35,879,4,Fresco e saboroso,2025-05-06
1900,44,24,880,1,Chegou estragado,2025-02-01
1901,44,26,880,3,Atendeu às expectativas,2025-02-05
1902,44,22,880,2,Preço alto para a qualidade,2025-01-30
1903,44,35,880,4,Recomendo,2025-02-03
1904,45,7,881,2,Abaixo do esperado,2025-02-12
1905,45,3,881,2,Preço alto para a qualidade,2025-02-10
1906,45,21,881,3,Qualidade média,2025-02-14
1907,45,9,881,5,Voltarei a comprar,2025-02-08
1908,45,34,882,2,Não muito fresco,2024-10-19
1909,45,32,882,3,Aceitável,2024-10-08
1910,45,7,882,2,Poderia ser melhor,2024-10-17
1911,45,32,883,5,Excelente produto,2025-04-09
1912,45,25,884,3,Qualidade média,2024-12-19
1913,45,35,885,2,Não muito fresco,2024-07-07
1914,45,27,885,5,Voltarei a comprar,2024-07-01
1915,45,2,885,2,Não muito fresco,2024-07-11
